Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index
6,71,No,5,1.0,57.0
9,84,No,9,3.0,83.0
3,60,Yes,4,6.0,38.0
6,54,No,4,7.0,44.0
8,72,Yes,6,8.0,67.0
3,86,Yes,4,,67.0
6,84,No,4,6.0,72.0
7,81,Yes,8,7.0,74.0
9,74,No,9,9.0,73.0
6,47,Yes,8,8.0,38.0
5,83,No,9,6.0,68.0
9,81,Yes,5,1.0,76.0
6,60,Yes,7,6.0,45.0
8,82,Yes,6,5.0,76.0
6,86,No,6,5.0,74.0
3,81,Yes,6,9.0,62.0
6,41,No,9,8.0,33.0
9,91,Yes,5,1.0,89.0
7,72,No,8,6.0,65.0
1,84,No,5,6.0,61.0
9,56,Yes,7,4.0,51.0
8,68,No,6,1.0,69.0
9,41,Yes,4,9.0,35.0
5,69,Yes,9,7.0,57.0
4,59,Yes,6,7.0,41.0
3,41,Yes,9,4.0,23.0
4,51,Yes,7,3.0,37.0
8,91,Yes,4,6.0,85.0
5,41,No,8,4.0,26.0
7,93,No,6,2.0,84.0
7,75,No,4,1.0,65.0
7,46,Yes,6,1.0,35.0
8,56,No,5,9.0,49.0
8,93,Yes,9,9.0,88.0
4,61,No,6,4.0,43.0
1,83,No,8,5.0,57.0
2,75,Yes,8,2.0,54.0
9,59,Yes,9,8.0,57.0
3,73,Yes,6,9.0,50.0
9,49,Yes,9,2.0,45.0
8,78,No,7,,70.0
6,42,No,5,5.0,28.0
5,44,Yes,9,2.0,33.0
7,48,No,4,1.0,41.0
6,42,Yes,5,8.0,29.0
8,71,No,8,5.0,62.0
4,89,Yes,5,,69.0
7,93,No,9,3.0,84.0
2,54,No,5,3.0,26.0
9,45,No,5,8.0,43.0
1,86,No,5,4.0,57.0
2,84,No,9,8.0,65.0
1,80,No,7,1.0,56.0
5,99,No,4,8.0,85.0
2,96,Yes,6,7.0,72.0
4,86,No,7,3.0,70.0
1,66,Yes,7,1.0,43.0
9,55,Yes,7,3.0,52.0
9,65,Yes,7,2.0,63.0
1,84,Yes,5,,56.0
5,81,No,6,5.0,66.0
3,56,Yes,5,9.0,34.0
2,66,No,8,6.0,41.0
1,69,No,4,8.0,43.0
2,56,No,4,,29.0
6,49,No,8,8.0,38.0
5,47,No,5,2.0,32.0
6,61,No,7,6.0,50.0
5,70,No,8,2.0,57.0
3,63,Yes,6,5.0,43.0
6,71,No,5,7.0,59.0
9,80,Yes,9,,79.0
3,49,No,7,5.0,25.0
5,68,Yes,5,5.0,53.0
6,83,Yes,7,2.0,70.0
6,98,No,5,1.0,84.0
5,92,No,5,9.0,78.0
9,96,Yes,5,5.0,95.0
6,54,Yes,9,5.0,42.0
4,73,No,7,7.0,55.0
3,81,No,7,9.0,63.0
8,89,No,8,7.0,82.0
9,66,No,5,6.0,62.0
9,54,Yes,9,,52.0
8,73,No,4,9.0,68.0
3,71,No,5,3.0,48.0
8,40,No,9,8.0,35.0
1,58,Yes,7,1.0,34.0
8,76,No,4,3.0,69.0
2,81,Yes,4,9.0,58.0
6,45,Yes,7,8.0,34.0
4,99,No,9,5.0,86.0
7,50,No,7,2.0,42.0
8,93,No,5,5.0,87.0
6,48,Yes,5,6.0,37.0
3,84,No,9,3.0,65.0
8,45,Yes,6,4.0,41.0
4,49,Yes,8,8.0,32.0
2,52,Yes,4,5.0,27.0
9,49,No,7,5.0,48.0
8,52,No,9,4.0,47.0
3,90,Yes,7,1.0,68.0
1,54,No,4,1.0,25.0
3,52,Yes,9,5.0,32.0
8,91,Yes,5,4.0,86.0
4,93,No,7,9.0,78.0
9,43,No,6,5.0,41.0
8,62,No,4,3.0,55.0
7,90,No,7,2.0,80.0
4,86,No,6,9.0,71.0
3,85,No,8,,65.0
6,76,No,8,2.0,64.0
1,94,Yes,9,9.0,74.0
1,96,No,4,9.0,68.0
4,85,No,9,1.0,68.0
3,69,No,9,8.0,49.0
6,59,Yes,8,1.0,51.0
6,53,No,9,2.0,39.0
8,80,Yes,9,7.0,77.0
9,69,Yes,6,1.0,65.0
1,44,Yes,8,5.0,17.0
8,57,No,6,1.0,50.0
7,54,No,6,7.0,44.0
1,53,Yes,6,,25.0
7,79,Yes,5,9.0,71.0
2,77,No,7,5.0,53.0
6,47,Yes,8,4.0,34.0
6,90,No,4,,77.0
7,90,No,4,8.0,77.0
5,54,Yes,9,9.0,40.0
6,55,Yes,7,2.0,46.0
9,73,No,8,7.0,68.0
2,45,Yes,4,3.0,18.0
5,84,Yes,5,,69.0
6,93,No,5,5.0,84.0
7,67,No,9,1.0,59.0
2,70,No,6,4.0,45.0
6,54,No,7,3.0,41.0
3,66,No,9,9.0,46.0
2,85,Yes,8,4.0,66.0
7,96,No,5,3.0,82.0
3,65,No,8,3.0,47.0
8,96,No,9,6.0,95.0
1,81,No,5,7.0,55.0
7,42,Yes,9,8.0,38.0
9,41,Yes,7,4.0,42.0
9,63,No,7,9.0,60.0
2,61,Yes,5,6.0,37.0
5,98,Yes,4,7.0,83.0
2,70,No,7,,48.0
7,76,No,8,8.0,71.0
8,64,Yes,7,4.0,58.0
7,47,Yes,5,7.0,38.0
6,99,No,4,7.0,91.0
6,71,No,6,6.0,55.0
9,85,No,6,1.0,82.0
8,97,No,9,6.0,95.0
1,89,Yes,6,,63.0
2,98,Yes,8,5.0,78.0
7,55,Yes,8,1.0,47.0
9,93,Yes,7,9.0,95.0
4,91,No,8,7.0,74.0
7,65,No,5,8.0,58.0
1,62,Yes,8,6.0,40.0
6,67,Yes,5,3.0,57.0
3,94,Yes,9,3.0,74.0
2,61,No,4,8.0,36.0
7,64,Yes,7,8.0,53.0
5,40,Yes,8,6.0,28.0
2,98,Yes,6,7.0,77.0
8,59,No,6,7.0,57.0
7,40,No,6,3.0,31.0
4,63,Yes,7,6.0,48.0
6,90,No,7,9.0,77.0
7,48,No,8,9.0,40.0
8,61,No,8,9.0,56.0
4,81,No,4,7.0,62.0
9,69,Yes,4,9.0,65.0
6,96,No,6,4.0,81.0
2,63,Yes,4,6.0,42.0
6,96,Yes,9,,84.0
8,97,Yes,5,7.0,90.0
7,57,Yes,7,8.0,48.0
1,87,No,8,5.0,58.0
4,87,No,5,,69.0
6,78,No,9,7.0,67.0
2,57,No,5,9.0,35.0
8,54,Yes,5,9.0,49.0
6,76,No,9,9.0,66.0
5,71,No,5,6.0,55.0
9,52,Yes,9,6.0,54.0
1,87,No,9,3.0,65.0
8,93,Yes,6,2.0,84.0
7,60,Yes,9,3.0,48.0
5,74,Yes,5,,57.0
3,52,Yes,5,7.0,33.0
5,71,No,8,,56.0
2,52,No,4,4.0,28.0
6,61,No,6,,48.0
5,90,No,5,1.0,76.0
1,54,Yes,8,8.0,31.0
1,66,No,8,2.0,40.0
6,68,Yes,7,6.0,62.0
5,45,Yes,6,5.0,29.0
7,92,Yes,4,,81.0
7,54,Yes,8,6.0,47.0
3,82,Yes,4,3.0,61.0
9,88,No,8,2.0,84.0
3,56,Yes,5,8.0,35.0
9,96,No,7,,93.0
3,96,Yes,9,4.0,80.0
2,53,Yes,7,4.0,26.0
9,41,No,8,6.0,38.0
3,66,Yes,5,7.0,45.0
5,68,No,6,5.0,54.0
2,96,No,4,7.0,75.0
7,55,No,6,4.0,45.0
8,76,No,7,2.0,69.0
9,92,No,6,3.0,88.0
1,81,No,6,4.0,54.0
5,52,Yes,8,,35.0
1,42,Yes,5,5.0,15.0
4,73,Yes,8,,59.0
2,94,No,6,,70.0
2,59,No,6,2.0,37.0
4,53,No,8,9.0,40.0
1,53,Yes,7,9.0,31.0
9,69,No,9,7.0,66.0
5,91,No,6,8.0,73.0
1,68,No,5,9.0,45.0
6,85,No,8,8.0,78.0
4,91,No,8,,74.0
3,99,No,6,6.0,79.0
8,68,No,8,2.0,62.0
8,85,No,4,5.0,74.0
8,53,Yes,8,,49.0
1,55,Yes,7,8.0,31.0
8,62,No,9,7.0,57.0
7,99,Yes,9,3.0,92.0
6,54,Yes,9,6.0,47.0
6,49,Yes,7,5.0,37.0
3,55,No,9,,33.0
1,68,No,9,7.0,47.0
7,56,Yes,9,4.0,46.0
2,66,No,9,7.0,46.0
9,42,No,8,6.0,41.0
4,96,Yes,6,1.0,81.0
8,54,No,5,3.0,46.0
6,82,Yes,9,8.0,72.0
4,45,Yes,7,,26.0
6,54,Yes,6,,43.0
8,56,No,6,5.0,49.0
9,52,Yes,8,3.0,51.0
8,49,Yes,8,,45.0
6,41,No,5,1.0,24.0
1,99,Yes,9,3.0,74.0
9,51,No,4,8.0,46.0
5,95,Yes,6,7.0,82.0
8,92,Yes,4,7.0,87.0
8,79,Yes,7,9.0,77.0
1,46,Yes,4,7.0,21.0
2,46,Yes,8,6.0,25.0
3,46,Yes,6,8.0,27.0
5,58,Yes,9,5.0,46.0
9,41,Yes,8,5.0,37.0
7,58,No,9,5.0,49.0
8,73,Yes,4,6.0,67.0
6,66,No,6,9.0,56.0
5,43,No,7,3.0,28.0
4,62,Yes,6,9.0,43.0
3,46,No,7,4.0,26.0
2,49,No,9,9.0,29.0
9,58,Yes,7,2.0,54.0
5,51,Yes,5,7.0,38.0
9,61,Yes,5,6.0,59.0
1,95,Yes,9,,68.0
5,81,No,5,7.0,67.0
6,53,No,9,9.0,46.0
3,65,Yes,4,9.0,48.0
3,53,Yes,5,1.0,32.0
3,77,Yes,6,1.0,55.0
4,77,No,7,7.0,59.0
5,62,No,5,9.0,50.0
2,47,No,9,1.0,25.0
6,58,Yes,9,8.0,51.0
8,57,No,9,3.0,53.0
5,89,Yes,4,,72.0
7,99,No,8,3.0,91.0
7,53,No,7,,41.0
7,69,Yes,5,8.0,60.0
4,91,No,8,,73.0
4,97,No,4,3.0,77.0
9,50,No,7,8.0,45.0
9,63,Yes,8,3.0,57.0
7,85,Yes,9,7.0,78.0
5,79,No,8,,64.0
1,88,No,5,,60.0
4,86,Yes,7,6.0,67.0
4,66,Yes,9,3.0,48.0
6,63,No,7,9.0,48.0
3,80,No,4,1.0,60.0
7,41,Yes,6,8.0,34.0
6,75,No,9,4.0,67.0
4,50,Yes,6,9.0,34.0
5,80,No,6,6.0,67.0
9,79,Yes,6,5.0,77.0
3,70,No,9,6.0,51.0
6,64,No,7,1.0,53.0
5,60,No,4,2.0,46.0
6,88,No,4,6.0,75.0
2,77,Yes,9,6.0,56.0
8,44,No,4,3.0,37.0
6,74,Yes,8,7.0,60.0
2,63,No,6,,39.0
6,94,Yes,5,3.0,79.0
1,68,No,8,1.0,39.0
6,90,Yes,9,1.0,80.0
5,66,Yes,9,7.0,54.0
6,63,Yes,5,1.0,48.0
6,64,No,5,5.0,50.0
9,41,Yes,5,2.0,38.0
4,70,Yes,8,4.0,55.0
1,42,Yes,9,7.0,17.0
2,56,No,4,5.0,28.0
8,41,Yes,7,5.0,33.0
2,46,Yes,9,9.0,28.0
7,80,Yes,7,5.0,72.0
2,83,Yes,6,2.0,58.0
2,77,No,7,7.0,57.0
4,51,Yes,8,,28.0
3,63,Yes,6,8.0,43.0
3,54,Yes,7,7.0,29.0
7,59,Yes,8,6.0,49.0
3,66,Yes,9,3.0,46.0
5,57,Yes,8,4.0,44.0
1,62,No,9,5.0,35.0
2,99,Yes,8,1.0,77.0
2,86,No,6,5.0,61.0
9,81,Yes,7,6.0,78.0
5,43,Yes,7,,27.0
4,53,Yes,8,1.0,37.0
2,98,Yes,4,2.0,75.0
1,44,No,5,5.0,17.0
5,68,Yes,6,2.0,53.0
3,91,No,5,7.0,76.0
4,96,No,5,5.0,72.0
9,84,No,4,3.0,77.0
2,51,Yes,9,6.0,31.0
4,98,No,7,3.0,80.0
3,83,No,9,6.0,62.0
9,44,Yes,7,3.0,39.0
5,98,Yes,8,4.0,84.0
2,52,No,8,4.0,31.0
3,62,No,5,2.0,44.0
4,78,Yes,7,3.0,60.0
3,86,Yes,9,5.0,69.0
9,48,No,5,3.0,45.0
8,53,Yes,6,4.0,46.0
7,90,Yes,7,2.0,83.0
5,42,No,6,2.0,26.0
1,72,No,5,9.0,46.0
6,71,No,4,1.0,59.0
2,66,Yes,6,3.0,41.0
9,65,Yes,4,8.0,62.0
6,93,Yes,8,,86.0
2,67,Yes,6,9.0,47.0
9,88,Yes,6,2.0,83.0
3,86,No,6,4.0,63.0
8,83,Yes,4,,73.0
1,52,Yes,6,3.0,26.0
4,56,Yes,6,1.0,35.0
3,82,No,9,2.0,62.0
8,87,No,5,8.0,81.0
1,97,Yes,5,8.0,71.0
4,77,No,5,9.0,56.0
2,93,No,8,4.0,71.0
9,68,No,5,3.0,64.0
2,89,No,6,9.0,65.0
7,95,No,7,2.0,86.0
4,80,No,5,,64.0
5,83,No,4,3.0,68.0
1,41,Yes,8,8.0,15.0
9,56,Yes,5,9.0,52.0
2,60,No,6,5.0,36.0
3,58,Yes,8,7.0,37.0
2,43,No,4,9.0,20.0
5,58,Yes,8,8.0,46.0
9,87,Yes,9,3.0,84.0
2,58,Yes,6,1.0,37.0
3,42,No,9,4.0,21.0
8,58,No,5,3.0,52.0
3,82,No,6,2.0,58.0
7,77,No,7,6.0,66.0
3,88,Yes,5,6.0,73.0
2,87,Yes,6,5.0,61.0
6,70,Yes,5,2.0,56.0
1,91,Yes,9,5.0,67.0
7,48,Yes,8,8.0,41.0
9,56,No,8,5.0,55.0
8,69,No,7,1.0,63.0
3,84,No,8,3.0,64.0
9,58,No,6,2.0,57.0
1,75,No,8,4.0,49.0
6,47,Yes,6,4.0,32.0
6,47,Yes,7,6.0,35.0
9,40,No,9,3.0,38.0
3,68,No,9,6.0,52.0
8,78,No,7,,72.0
7,75,Yes,6,9.0,69.0
3,80,No,4,9.0,58.0
3,64,Yes,4,7.0,46.0
8,73,Yes,5,8.0,72.0
8,69,Yes,4,5.0,61.0
1,72,Yes,8,1.0,45.0
9,43,Yes,8,8.0,41.0
2,89,Yes,5,5.0,70.0
8,70,No,8,5.0,61.0
5,86,Yes,8,5.0,73.0
7,40,Yes,6,4.0,30.0
5,58,No,7,4.0,42.0
5,47,No,8,9.0,35.0
4,49,No,8,2.0,30.0
7,41,Yes,6,8.0,35.0
6,80,Yes,4,7.0,67.0
1,77,No,8,7.0,51.0
9,67,No,4,6.0,63.0
6,54,No,6,,43.0
3,66,Yes,7,9.0,44.0
8,75,No,7,4.0,68.0
7,86,Yes,8,6.0,78.0
6,55,Yes,4,9.0,43.0
1,80,No,8,2.0,52.0
5,53,Yes,9,2.0,40.0
3,71,No,5,1.0,50.0
2,53,Yes,5,9.0,30.0
9,91,Yes,8,6.0,89.0
6,54,No,7,3.0,43.0
6,66,No,5,8.0,54.0
6,96,No,9,,85.0
2,59,Yes,6,4.0,38.0
7,92,No,9,7.0,86.0
1,52,No,8,3.0,24.0
8,73,Yes,7,4.0,65.0
1,67,No,5,,41.0
8,45,Yes,9,9.0,44.0
1,75,No,8,7.0,50.0
2,79,No,8,9.0,55.0
1,80,Yes,7,4.0,55.0
9,99,No,6,8.0,96.0
5,89,No,8,,76.0
4,73,Yes,7,,58.0
4,64,Yes,9,3.0,47.0
9,44,Yes,9,7.0,46.0
5,82,No,5,2.0,66.0
2,94,No,9,5.0,74.0
4,45,Yes,8,8.0,30.0
2,46,Yes,4,8.0,20.0
2,93,No,5,3.0,68.0
3,95,No,7,5.0,75.0
4,56,No,7,2.0,37.0
4,97,No,8,4.0,84.0
1,80,Yes,9,4.0,55.0
5,65,No,5,4.0,50.0
2,44,Yes,5,9.0,22.0
1,48,Yes,7,3.0,19.0
5,98,No,8,1.0,82.0
3,74,No,9,5.0,58.0
1,51,Yes,6,6.0,24.0
9,68,Yes,4,8.0,67.0
4,88,Yes,9,,74.0
6,92,No,5,2.0,80.0
6,93,Yes,8,2.0,81.0
5,79,No,9,8.0,64.0
8,40,No,4,3.0,31.0
2,85,Yes,8,8.0,65.0
1,86,Yes,7,3.0,67.0
3,79,No,6,6.0,58.0
7,45,No,9,7.0,33.0
1,89,Yes,9,9.0,65.0
4,64,Yes,8,1.0,47.0
9,69,Yes,4,4.0,64.0
7,83,Yes,4,2.0,73.0
4,90,Yes,9,6.0,72.0
1,64,Yes,9,9.0,42.0
4,67,Yes,6,2.0,51.0
5,85,No,9,4.0,73.0
8,69,Yes,4,4.0,61.0
1,49,Yes,9,9.0,24.0
5,54,No,6,3.0,41.0
4,65,Yes,5,4.0,47.0
5,84,No,5,3.0,66.0
8,55,Yes,5,9.0,47.0
5,61,Yes,7,3.0,48.0
1,78,No,7,5.0,51.0
4,95,No,9,9.0,79.0
7,40,No,8,8.0,31.0
2,40,No,5,1.0,13.0
1,91,No,6,2.0,64.0
1,43,No,6,9.0,18.0
5,94,Yes,5,1.0,78.0
2,63,No,9,4.0,39.0
2,78,Yes,8,2.0,58.0
7,61,Yes,4,7.0,56.0
7,48,Yes,6,3.0,38.0
3,63,No,8,6.0,44.0
4,83,No,8,,68.0
8,87,Yes,8,2.0,87.0
4,80,Yes,7,8.0,65.0
6,43,No,8,6.0,29.0
5,55,Yes,8,,44.0
4,41,Yes,8,7.0,23.0
3,46,Yes,4,9.0,24.0
3,87,No,5,8.0,70.0
3,52,Yes,8,6.0,35.0
2,93,Yes,9,,69.0
8,53,No,7,5.0,45.0
5,45,Yes,5,6.0,31.0
1,64,No,4,4.0,40.0
5,62,Yes,9,4.0,47.0
8,48,Yes,7,8.0,44.0
6,43,Yes,6,8.0,30.0
8,63,Yes,5,9.0,60.0
5,94,Yes,9,6.0,77.0
3,72,No,6,5.0,52.0
7,80,No,5,,70.0
3,78,No,8,8.0,57.0
8,50,No,7,9.0,42.0
8,79,No,8,8.0,75.0
4,84,Yes,9,2.0,67.0
4,64,Yes,5,5.0,47.0
5,69,No,9,2.0,55.0
5,70,Yes,8,2.0,55.0
4,50,Yes,4,9.0,35.0
4,91,No,6,3.0,74.0
2,41,No,9,5.0,19.0
9,83,No,7,5.0,80.0
2,40,Yes,4,8.0,16.0
7,70,No,9,5.0,62.0
8,55,No,8,3.0,49.0
6,93,Yes,9,6.0,86.0
2,70,No,6,,43.0
6,95,Yes,6,7.0,87.0
9,52,No,5,9.0,48.0
6,98,Yes,9,1.0,89.0
3,94,Yes,7,5.0,74.0
5,83,Yes,8,9.0,71.0
6,49,No,6,,39.0
8,79,No,6,5.0,75.0
2,49,No,6,6.0,27.0
1,90,Yes,7,8.0,64.0
3,63,No,5,2.0,38.0
1,99,No,7,3.0,73.0
4,66,Yes,5,4.0,48.0
5,51,Yes,7,,37.0
7,45,No,8,4.0,35.0
2,81,No,4,5.0,59.0
2,67,No,9,6.0,41.0
2,89,No,9,4.0,67.0
7,87,No,5,4.0,78.0
4,96,Yes,6,9.0,81.0
4,49,No,4,6.0,29.0
9,67,No,5,9.0,64.0
2,61,Yes,5,3.0,38.0
4,56,No,6,6.0,37.0
3,45,No,8,9.0,23.0
6,98,No,8,5.0,89.0
1,85,Yes,5,5.0,60.0
5,53,Yes,8,8.0,40.0
8,88,Yes,7,5.0,86.0
2,85,Yes,4,7.0,64.0
4,79,Yes,9,7.0,65.0
5,76,Yes,4,5.0,62.0
7,54,Yes,7,7.0,45.0
1,70,Yes,6,9.0,47.0
8,49,No,5,6.0,41.0
5,47,No,4,9.0,31.0
2,99,Yes,5,2.0,75.0
1,88,Yes,7,4.0,65.0
3,42,Yes,5,9.0,21.0
8,62,Yes,6,2.0,58.0
4,73,No,4,8.0,54.0
4,60,Yes,4,8.0,40.0
4,54,Yes,8,4.0,34.0
9,66,No,9,5.0,65.0
6,94,Yes,4,5.0,78.0
1,66,No,6,8.0,43.0
7,64,Yes,8,,55.0
3,84,Yes,7,6.0,67.0
3,78,No,5,6.0,57.0
4,90,No,5,5.0,70.0
7,72,Yes,4,6.0,61.0
2,70,Yes,7,7.0,54.0
2,53,No,6,5.0,30.0
1,75,Yes,8,,52.0
2,63,No,4,3.0,37.0
5,66,Yes,4,3.0,49.0
1,82,Yes,9,4.0,62.0
4,43,No,6,1.0,24.0
9,55,Yes,6,1.0,53.0
7,46,No,5,2.0,36.0
3,83,No,8,,64.0
6,45,No,8,8.0,35.0
6,95,Yes,8,9.0,88.0
7,45,Yes,5,8.0,39.0
9,67,No,4,4.0,57.0
5,70,No,5,6.0,56.0
7,67,No,7,,57.0
8,67,Yes,9,5.0,61.0
5,50,Yes,9,8.0,42.0
5,60,No,9,,45.0
3,76,No,5,7.0,55.0
8,85,Yes,5,1.0,80.0
2,46,Yes,4,6.0,20.0
8,59,No,5,3.0,54.0
7,64,Yes,9,1.0,57.0
1,83,No,7,3.0,56.0
3,76,Yes,4,2.0,56.0
1,94,Yes,9,3.0,73.0
3,44,No,6,3.0,19.0
3,59,Yes,4,5.0,40.0
7,65,Yes,8,7.0,59.0
8,48,Yes,4,7.0,42.0
8,90,Yes,6,3.0,84.0
5,58,No,6,1.0,41.0
8,41,No,5,5.0,32.0
5,42,Yes,7,8.0,30.0
9,67,Yes,4,3.0,64.0
6,53,No,5,5.0,43.0
4,48,Yes,8,6.0,33.0
4,90,No,7,8.0,74.0
2,65,No,8,4.0,42.0
2,53,Yes,5,9.0,26.0
2,84,No,8,9.0,60.0
3,47,Yes,6,9.0,30.0
7,53,No,5,9.0,45.0
5,77,No,7,6.0,63.0
8,53,No,5,1.0,49.0
2,77,No,9,3.0,58.0
1,82,Yes,7,3.0,57.0
7,74,Yes,8,2.0,67.0
5,53,No,7,2.0,42.0
7,81,Yes,4,5.0,72.0
7,85,No,8,5.0,76.0
6,61,Yes,7,,52.0
8,97,Yes,7,8.0,95.0
8,73,Yes,6,5.0,66.0
3,72,Yes,8,3.0,54.0
8,52,Yes,9,2.0,45.0
4,47,No,5,3.0,29.0
7,95,Yes,6,6.0,88.0
8,79,Yes,6,,69.0
9,48,No,9,8.0,44.0
5,54,No,7,7.0,38.0
6,44,No,9,8.0,35.0
4,42,Yes,6,4.0,23.0
2,60,Yes,6,5.0,38.0
9,72,No,7,1.0,73.0
8,83,Yes,6,4.0,75.0
8,86,Yes,5,3.0,81.0
3,55,No,9,4.0,38.0
4,71,Yes,4,6.0,53.0
4,98,Yes,7,9.0,83.0
6,93,No,6,4.0,81.0
4,82,No,8,2.0,69.0
3,91,Yes,8,8.0,73.0
3,70,No,5,1.0,49.0
9,46,Yes,7,3.0,40.0
7,87,No,5,3.0,78.0
2,64,Yes,6,5.0,41.0
7,77,No,5,9.0,70.0
4,95,No,9,6.0,79.0
9,71,No,4,6.0,63.0
8,52,No,8,5.0,43.0
7,97,Yes,9,4.0,89.0
9,59,No,5,3.0,53.0
2,54,No,4,4.0,30.0
4,59,No,8,3.0,42.0
1,46,No,8,5.0,22.0
8,95,Yes,6,2.0,87.0
7,88,Yes,5,3.0,80.0
6,75,No,4,6.0,62.0
8,88,No,4,4.0,78.0
7,82,Yes,9,,75.0
7,59,No,9,4.0,52.0
5,60,Yes,5,9.0,46.0
7,47,No,6,1.0,39.0
9,91,No,5,8.0,86.0
1,48,Yes,8,5.0,25.0
9,54,Yes,6,5.0,52.0
6,50,No,5,2.0,35.0
4,49,No,4,8.0,31.0
1,77,Yes,9,9.0,55.0
8,94,No,6,1.0,88.0
7,89,Yes,9,2.0,85.0
6,84,No,5,6.0,70.0
9,72,Yes,7,5.0,65.0
7,61,Yes,4,7.0,54.0
2,79,Yes,7,9.0,57.0
5,47,Yes,7,9.0,34.0
9,80,No,6,8.0,76.0
3,40,Yes,9,9.0,20.0
8,78,No,6,4.0,72.0
9,54,Yes,9,2.0,53.0
9,49,No,5,,46.0
2,84,No,8,,62.0
8,92,No,7,2.0,83.0
9,96,No,9,3.0,95.0
6,78,Yes,6,5.0,65.0
4,83,Yes,7,7.0,67.0
2,85,Yes,9,1.0,61.0
6,89,No,8,,77.0
5,70,Yes,4,6.0,55.0
5,53,No,8,2.0,39.0
8,45,Yes,6,7.0,37.0
3,86,Yes,7,6.0,65.0
5,58,Yes,5,2.0,41.0
2,83,Yes,9,7.0,64.0
2,74,No,4,2.0,47.0
6,54,Yes,8,1.0,42.0
5,88,No,4,6.0,71.0
5,65,Yes,8,,52.0
4,58,No,6,9.0,37.0
5,49,No,9,9.0,35.0
4,40,No,6,2.0,18.0
1,49,No,9,4.0,25.0
9,71,Yes,9,5.0,71.0
3,80,No,5,9.0,60.0
1,65,No,8,2.0,40.0
7,95,Yes,8,4.0,84.0
5,71,No,6,9.0,61.0
8,67,Yes,5,1.0,60.0
8,88,No,7,4.0,84.0
9,83,No,8,7.0,83.0
1,53,Yes,8,5.0,29.0
2,64,No,8,,40.0
4,80,No,5,5.0,63.0
8,80,No,8,8.0,75.0
6,94,Yes,7,3.0,83.0
8,75,Yes,8,2.0,69.0
4,41,No,8,1.0,22.0
3,88,Yes,4,4.0,68.0
1,93,Yes,5,3.0,67.0
5,48,Yes,6,4.0,33.0
6,54,Yes,8,5.0,45.0
6,62,Yes,5,4.0,51.0
4,87,Yes,7,,68.0
5,43,No,8,2.0,31.0
9,58,Yes,7,3.0,51.0
8,65,No,7,3.0,56.0
3,96,No,9,2.0,79.0
6,63,Yes,9,3.0,53.0
7,78,No,8,5.0,70.0
7,72,Yes,6,9.0,65.0
9,64,No,6,1.0,57.0
7,56,No,9,5.0,48.0
8,84,No,8,1.0,81.0
9,55,No,7,2.0,46.0
2,50,Yes,7,9.0,29.0
9,86,Yes,8,8.0,82.0
2,43,Yes,6,1.0,17.0
3,97,Yes,5,1.0,77.0
9,87,Yes,6,5.0,85.0
6,56,Yes,6,2.0,45.0
5,56,Yes,5,2.0,40.0
2,55,No,5,7.0,28.0
8,97,No,6,,87.0
5,60,No,8,,46.0
7,53,No,7,3.0,44.0
7,55,Yes,7,5.0,50.0
7,71,No,6,4.0,61.0
2,44,No,4,1.0,20.0
3,72,Yes,9,4.0,55.0
6,88,Yes,7,6.0,75.0
4,98,No,8,5.0,82.0
9,54,Yes,7,8.0,52.0
2,68,Yes,5,3.0,44.0
5,42,No,4,,25.0
4,47,No,9,3.0,32.0
4,51,No,5,3.0,32.0
1,67,Yes,7,7.0,41.0
4,88,Yes,4,6.0,69.0
6,95,Yes,5,9.0,85.0
9,64,Yes,6,3.0,61.0
7,97,No,7,7.0,88.0
4,98,No,7,7.0,80.0
5,43,No,7,6.0,29.0
2,89,No,9,,64.0
9,83,No,8,,80.0
3,60,No,7,5.0,39.0
6,91,Yes,9,4.0,86.0
3,48,Yes,5,3.0,29.0
5,86,Yes,6,3.0,74.0
3,63,Yes,9,5.0,45.0
5,46,No,5,9.0,33.0
2,60,No,4,3.0,37.0
6,62,Yes,8,2.0,49.0
7,41,No,4,9.0,31.0
1,48,No,4,2.0,19.0
3,94,Yes,7,1.0,74.0
2,83,Yes,8,7.0,64.0
9,47,No,4,,41.0
9,96,No,7,1.0,90.0
1,78,No,4,2.0,52.0
1,72,Yes,5,8.0,45.0
5,53,Yes,7,7.0,40.0
2,84,No,4,9.0,61.0
5,69,No,9,7.0,55.0
8,97,Yes,5,2.0,93.0
7,73,Yes,5,6.0,64.0
9,74,No,8,5.0,74.0
7,52,Yes,5,,45.0
5,88,No,6,6.0,74.0
9,43,No,8,6.0,39.0
5,71,Yes,4,6.0,54.0
5,65,Yes,6,5.0,50.0
1,60,No,7,5.0,36.0
8,91,No,7,1.0,83.0
6,63,Yes,9,6.0,55.0
5,97,Yes,5,6.0,86.0
5,42,Yes,5,5.0,27.0
7,86,Yes,9,9.0,84.0
9,50,No,5,8.0,45.0
6,84,Yes,8,8.0,76.0
6,46,No,7,8.0,39.0
3,89,No,9,7.0,72.0
8,94,No,8,6.0,88.0
8,98,No,9,6.0,96.0
9,43,Yes,9,8.0,42.0
1,77,No,8,,49.0
3,85,No,9,7.0,65.0
6,80,No,7,4.0,68.0
9,76,No,8,2.0,77.0
1,90,Yes,8,5.0,65.0
7,41,Yes,7,3.0,34.0
