AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
95,,904.3374188504037,Basic,Bank transfer,Yes,Movies,No,TV,1.713826244139887,6.328304123185218,16,Sci-Fi,,7,Female,22,Yes,,7N458Q2VJ9,1
6,19.313348490273487,115.88009094164092,Premium,Credit card,Yes,TV Shows,Yes,Mobile,10.735658791539802,22.029139208163464,28,Drama,1.731329096885946,9,Male,10,No,No,B47D7ZRN5Q,1
42,,294.60455449996164,Basic,Electronic check,Yes,Both,Yes,Computer,6.8571644774681495,144.20105169029225,36,,3.724597746691686,7,Male,5,No,,SDSYBRHCRS,0
57,10.700071300441165,609.9040641251463,Premium,Bank transfer,No,Movies,No,Computer,25.69071783439551,106.67547152852,32,Fantasy,,4,Male,21,Yes,No,FXL8RXA1N7,0
108,,,Standard,Credit card,Yes,Both,Yes,Mobile,23.57032539012117,112.29098394190665,3,Comedy,,7,Male,16,No,,20FYG5204L,0
97,9.275469161256703,899.7205086419004,Premium,Credit card,Yes,Movies,No,Tablet,14.351527170147277,127.3783998612792,2,Sci-Fi,1.8487124864115896,9,Female,13,Yes,,XQ66H2G361,0
5,,74.72846682971834,Premium,Mailed check,Yes,Movies,No,Mobile,27.93771177064996,86.63750139688301,9,Comedy,,8,Male,5,Yes,,H31DZM06UI,1
53,15.094880978650222,800.0286918684618,Standard,,Yes,Movies,No,Computer,18.6112338150536,165.49009285983436,21,Sci-Fi,4.6044811261509135,5,Male,18,Yes,,I92FCYHJRW,0
3,,33.7761514832702,Standard,Credit card,No,Movies,Yes,Computer,15.225212238356953,59.38875492122123,6,Comedy,2.313141941338315,0,Male,20,No,Yes,Q0XR35SRFZ,0
97,8.86534595662221,859.9385577923545,Premium,Bank transfer,No,Both,No,Mobile,34.40039297939366,23.25296951495118,1,Fantasy,1.2371315768081588,7,Female,8,No,,081DU40029,0
104,13.302751965512124,,Standard,Credit card,No,TV Shows,No,TV,25.255484554091435,78.47732752970562,29,Fantasy,3.737804519691456,8,Male,11,Yes,,PYTSHOQHIY,0
92,15.99102054046791,1471.1738897230478,Premium,Credit card,No,TV Shows,Yes,TV,25.724389263148613,123.1962112099649,1,Drama,2.9118206705468244,4,Female,17,Yes,,B2YAQB8M5B,0
99,5.716633957107561,565.9467617536485,Standard,Bank transfer,No,TV Shows,No,Mobile,10.485413460977028,40.12308714930117,29,Action,2.439484912037529,3,Male,14,No,,QAR0F5EHQT,0
29,10.535922040821706,305.54173918382946,Basic,Credit card,Yes,Both,No,Tablet,34.821953717330736,6.247097362218019,41,Drama,1.4839863150214372,5,Male,1,Yes,,UA4P20Z35A,0
108,19.57058537899428,,Premium,Electronic check,No,Both,Yes,TV,15.117788911569606,19.71619711696553,20,Fantasy,3.767194424826427,9,Male,8,Yes,,DFYIN9SBFQ,0
55,5.064326266062354,278.53794463342945,Basic,Credit card,Yes,Both,No,,39.65986020391448,140.56132954578771,10,Action,2.292194945237478,7,Male,19,No,,A0ZV2NJD9X,0
36,16.416916087139718,591.0089791370299,Basic,Bank transfer,Yes,Both,Yes,Mobile,26.871835422203088,89.74440334131152,8,Fantasy,2.898016668083649,6,Male,19,Yes,,D44UGN4HSJ,1
58,17.122091946753876,993.0813329117248,Premium,,No,Movies,Yes,Mobile,3.21274500527331,32.16705112688752,10,Drama,4.658962906059388,0,Male,15,No,,2PCMQ70B00,0
119,5.922800209448687,,Standard,Bank transfer,No,TV Shows,Yes,Tablet,25.996132604031164,146.02796635522986,27,Comedy,1.354321280141925,9,Female,10,Yes,Yes,H5SZ7FES61,0
45,7.479918812519841,,Standard,,No,TV Shows,No,Tablet,35.33434744310135,70.44997988387306,24,Action,1.6649352731340064,9,Female,20,Yes,,2LHY33J41C,0
39,,527.9927983232301,Premium,,No,TV Shows,No,Mobile,29.599171505155308,175.82709132338613,41,Sci-Fi,,0,Female,19,No,,IADZTAW7PN,0
64,7.779872893624516,,Premium,Mailed check,No,Movies,No,Computer,19.02588026928652,167.02614517273457,26,Action,4.997348406791094,1,Male,15,Yes,,U4L19VWPAW,0
39,14.97751789987514,584.1231980951304,Premium,Bank transfer,No,TV Shows,No,Mobile,23.51200477333789,21.09682999414869,7,Comedy,4.051848415133049,7,Female,2,No,,I3YN48111X,0
103,18.31611549509398,1886.55989599468,Premium,Electronic check,No,Movies,No,Computer,34.881531351928544,129.51614497997855,13,Sci-Fi,1.2745560845987582,8,Male,8,Yes,,GTF8FMBELG,0
90,,648.1909855978537,Standard,Electronic check,No,Both,No,TV,6.707643871574136,78.62867320134758,5,Fantasy,2.3487321013822684,0,Female,16,Yes,,36VG8O8R82,0
68,5.966453809321745,405.7188590338787,Standard,,No,Movies,Yes,Mobile,32.90722132622396,8.413518315533098,21,Action,4.070433778552864,0,Male,16,No,,B2O7QXR1VY,1
94,13.779898251867593,1295.3104356755537,Basic,,No,TV Shows,No,TV,26.10814415241176,166.4532781056223,27,Action,3.704227276349208,9,,20,No,,U9BUACNBVB,0
67,11.078568840068158,742.2641122845666,Standard,Mailed check,Yes,TV Shows,Yes,Tablet,13.024708681215593,134.38318434438509,36,Drama,4.933088122166524,6,Female,17,Yes,,L3IQ89UYIM,0
22,,241.43381781507668,Basic,Credit card,No,TV Shows,No,Computer,4.086674916465698,53.58520448492281,39,Comedy,3.435432065022668,8,Female,2,Yes,,CAERHO9CBV,0
51,8.590204518149863,,Standard,Electronic check,Yes,Both,No,TV,15.284471148835994,120.71597676663951,42,Action,2.2149372652424004,0,Female,13,No,,Y0NLNJZOI5,0
85,12.944821712929851,1100.309845599037,Premium,Credit card,No,TV Shows,No,Computer,25.36389034260948,62.02163793011433,38,Action,4.80951526821206,6,Female,8,No,,9A8V2LAM27,0
58,14.443932666398458,837.7480946511106,Premium,Credit card,Yes,TV Shows,Yes,Mobile,21.7463509772529,72.19655583850304,38,Drama,2.296358174255391,9,Male,5,No,,OMOD8DEUJP,1
60,14.621330496991154,,Premium,,No,Both,No,Computer,38.52864328725404,152.26925785837884,8,Action,2.211440114180476,9,Male,9,No,No,EBUK0C1O5F,0
33,10.71866853810896,353.7160617575957,Premium,Credit card,Yes,Movies,Yes,Mobile,11.405499615545745,75.42671808529688,34,Drama,,8,Male,6,No,,LA8T15GZS1,0
30,19.134414741165948,574.0324422349785,Basic,Electronic check,Yes,Movies,Yes,Mobile,36.52935316569304,160.54466783196207,20,Drama,2.1151002484574075,2,Female,9,Yes,,XFT37HHKZM,0
39,,364.32054356785744,Basic,Credit card,No,Both,Yes,Computer,11.299914071223792,83.20229847322409,29,Drama,1.3787731534823449,6,Female,14,Yes,,074PZ3GZSG,0
74,15.438334325946917,1142.4367401200718,Premium,,No,Both,No,TV,4.046385731647927,106.6671274290646,43,Drama,,7,Male,22,Yes,No,7DF2M4MUWP,1
102,11.545435934359386,1177.6344653046574,Standard,Electronic check,Yes,TV Shows,No,Computer,5.8120352794469206,128.5338192698839,4,,2.65294442324932,4,Male,1,No,,ISLQAOC57C,1
63,,915.7511422986006,Premium,Credit card,Yes,TV Shows,Yes,Mobile,12.312192473806316,168.02835325232022,29,,2.1267894606755884,2,Male,17,No,,XW3KL8GLF1,0
29,12.073900615262176,350.1431178426031,Standard,Electronic check,No,Movies,No,Tablet,20.44272323687364,120.2674668613674,24,Drama,,3,Male,5,Yes,,VXNUELDYR3,1
30,,,Standard,,No,TV Shows,Yes,Mobile,21.738853069798218,161.1523079537086,9,Action,4.227247339684203,7,Male,11,Yes,,ZZ2AOBLX7L,1
23,6.9039774734815085,158.7914818900747,Basic,Electronic check,Yes,Both,No,TV,27.329824343655982,147.84788894227376,46,Fantasy,1.3300307828344669,4,Female,22,Yes,,V6AQDF5VM3,1
22,,,Standard,Electronic check,No,TV Shows,Yes,Mobile,28.15800274142178,163.41736220571005,4,Sci-Fi,1.4376286621260848,7,Male,24,No,,GEF3YMDT2A,0
24,,272.7318600081719,Basic,,Yes,Movies,No,,4.111456906690998,68.37896240214053,10,,1.456945347793849,6,Female,0,No,Yes,GI2IWXABN1,1
61,14.677420566201192,895.3226545382727,Premium,,No,Both,No,TV,24.81741268220325,126.2386188925787,7,Action,1.719709749234427,6,Male,6,Yes,,BETP55JMU6,0
4,18.01716462735804,72.06865850943217,Basic,,Yes,Movies,No,Computer,22.625864085942247,89.35245544176104,4,,1.27744419891087,8,Female,23,No,,F3J0NDUXFC,0
16,13.457624278204095,215.32198845126555,Standard,Bank transfer,No,Movies,No,Mobile,14.693520161205338,48.47581833788056,17,Action,1.7132069880744574,7,Male,11,Yes,Yes,075CHHJWHL,0
56,10.054228198590238,563.0367791210533,Basic,Electronic check,No,Both,Yes,Computer,21.846782527574145,10.455708517289592,48,Fantasy,,2,Male,3,No,,0NW335BLQM,0
83,5.1571310080183705,428.0418736655248,Basic,,No,Movies,No,Mobile,2.520628166334455,45.94943542747945,40,Action,2.200066362329145,9,Male,21,Yes,,AV3ZDGUB4C,0
67,13.149346008720546,881.0061825842765,Basic,,Yes,TV Shows,No,Computer,3.7373288548303183,25.27209712528654,40,,,1,Male,22,No,,15GWB8NVG5,0
119,8.575779675169146,1020.5177813451284,Basic,Bank transfer,Yes,TV Shows,Yes,TV,5.691825976814794,38.84930537060511,5,Fantasy,3.3304664627179315,2,Male,23,No,,6VUYH24HVW,0
57,15.908850764692438,,Basic,,Yes,Movies,No,Mobile,30.267865167648665,125.14714161987597,40,Sci-Fi,,0,Male,14,No,,X1OE7MMFDL,0
42,5.31960175008004,223.42327350336168,Basic,Credit card,Yes,Both,No,TV,21.026374047714,163.38727337787589,20,Action,,6,Male,17,Yes,,WN959MJRVK,0
